Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",1,Vintage,Paperback,229,2002,1999,2025/05/12,2025/05/08,,,read,"This is, most likely, a me issue and not a Murakami issue but this is the last try I give to his work.<br/>I just can’t get into it.<br/>His stories always feel the same to me:<br/>- a “love” triangle<br/>- imposing erections<br/>- rough sex scenes<br/>- immature characters (even if they have 10+ years of difference between themselves)<br/>- no explanation to the ‘fantastic realism’ that suddenly happens<br/>- lacklustre ending<br/><br/>Again, maybe it’s me, but there always seems to lack focus in his stories, without a lot of ‘tell’ and very little of ‘show’",,,1,0
223595385,May the Wolf Die,Elizabeth Heider,"Heider, Elizabeth",Simon Vance,"=""""","=""""",4,Penguin Audio,Audible Audio,11,2024,2024,2025/05/09,2025/05/03,,,read,"Good book, with a good story and Simon Vance does, once again, a good job narrating the book (if it wasn't for his way of narrating I probably wouldn't have picked up the book, if I'm being honest).<br/>Near the end, the book started edging towards the 3⭐ since I felt like the closure and finale weren't on part with the rest of the story",,,1,0
22058229,The Dancer at the Gai-Moulin (Maigret #10),Georges Simenon,"Simenon, Georges",Siân Reynolds,"=""0141393521""","=""9780141393520""",5,Penguin Books,Paperback,154,2015,1931,2025/05/05,2025/02/02,,,read,"Maigret acts like a superstar in this one and I’m here for it.<br/>Also, Simenon has a marvellous way of storytelling and it’s refreshing to find one of the stories with Maigret not being the main character for the first half",,,1,0
18039011,Maigret e o crime no Far-West,Georges Simenon,"Simenon, Georges",Paulo de Mello Barreto,"=""""","=""9789723806168""",5,Livros do Brasil,Mass Market Paperback,183,,1949,2025/04/28,2025/04/26,,,read,"The best Maigret is the observant Maigret and since we find him here in the US, all he can do is, indeed, observe and think.<br/>I think that Simenon does a marvelous job exposing the American way of living and the mysterious vibes that it has for an outsider that is used to a very different culture and way of doing things.<br/>I can only advise this book to those who’ve read plenty of Maigret before because this is not a book of mystery or crime, but a book about Maigret’s personality and his way of doing and thinking about things",,,2,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",2,"Dover Publications, Incorporated",Paperback,129,1991,1759,2025/05/01,2025/04/28,,,read,"Funny, to a certain degree, but the “Look at this scenario where this poor fool finds himself” gets old very quickly. I enjoyed the final message of the book a lot more than the situations that it describes",,,1,0
18114332,"The Carter of 'La Providence' (Maigret, #2)",Georges Simenon,"Simenon, Georges",David Coward,"=""0141393467""","=""9780141393469""",3,Penguin Books,Paperback,154,2014,1931,2023/08/17,2023/08/15,,,read,"Coming from more recent books of Maigret’s stories, you can really tell that this one was done really at the start. It lacks Maguire’s personality in it but the scenery descriptions are amazing.<br/>It’s interesting that you can see Simenon’s writing evolving and how Maigret is being shaped with each book.<br/>The story was fine, but the narrative was confusing sometimes! There were a lot of jumps between places, one paragraph after another and it made the reading a bit chaotic.<br/>In any case, it’s a fun read.",,,1,0
131918783,"Standing in the Shadows (Inspector Banks, #28)",Peter    Robinson,"Robinson, Peter",Simon Vance,"=""""","=""""",4,HarperAudio,Audiobook,,2023,2023,2025/04/27,2025/04/08,,,read,"If not for Simon Vance, the narrator, I probably wouldn’t have picked up this book, but the sample I picked on Libby was enough.<br/>The story is good. Banks is a cool cat and a good leader, with a well adjusted personality and worried look for the cases he gets. The plot is okay but the characters and reading, personally, were what made it shine for me.<br/>",,,1,0
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""""","=""""",1,W. W. Norton  Company,Paperback,271,2008,1955,2025/04/25,2025/04/18,,,read,"If you feel like reading a book where not a lot happens other than people travelling from one place to another, without as much as a fair description of the places, then this book is for you.<br/>There’s a lot of ‘telling’ instead of ‘showing’ and the writing pivots itself between being warm and personal, and distant and plain<br/>Even the character development of Tom is fairly poor; there’s no lesson to take from this first book.<br/>The movie, in this case, is a lot better; if not for the story then for the visuals and the fashion",,,1,0
227948249,Cianeto Espumoso,Agatha Christie,"Christie, Agatha",,"=""""","=""""",2,Editorial Minerva,Paperback,227,1957,1945,2025/04/20,2025/04/18,,,read,"2 days after reading it and I barely remember the plot. It wasn’t memorable and although the scheme was really good, the story didn’t captivate me",,,1,0
17372440,A Tragédia do Y,Ellery Queen,"Queen, Ellery","Cruz Barreto, Gomes Ribeiro","=""""","=""""",3,Circulo de Leitores,Paperback,189,1984,1932,2025/04/13,2025/04/10,,,read,"Not bad but I definitely disliked the way EVERYTHING is explained at the end, for a vast number of pages. Some of it also doesn’t make much sense and I’m not a fan of having a singular character showcasing everything to others of equal importance",,,1,0
26031044,O Cavalo Pálido (Ariadne Oliver #5),Agatha Christie,"Christie, Agatha",Eduardo Saló,"=""""","=""""",4,Livros do Brasil,Paperback,202,,1961,2025/04/07,2025/04/03,,,read,"4⭐️, close to 5.<br/>Agatha Christie’s writing is always a pleasure and her characters make it so more enjoyable and are very wells distinguished",,,1,0
18077816,"The High Druid's Blade (The Defenders of Shannara, #1)",Terry Brooks,"Brooks, Terry",,"=""0345540700""","=""9780345540706""",0,Del Rey,Hardcover,305,2014,2014,,2025/04/07,to-read,to-read (#235),to-read,,,,0,0
50215846,We're Not from Here,Geoff Rodkey,"Rodkey, Geoff",,"=""1524773077""","=""9781524773076""",0,Yearling Books,Paperback,256,2020,2019,,2025/04/07,to-read,to-read (#234),to-read,,,,0,0
114701,"Into the Land of the Unicorns (The Unicorn Chronicles, #1)",Bruce Coville,"Coville, Bruce",,"=""0439108381""","=""9780439108386""",0,Scholastic Paperbacks,Paperback,176,1999,1994,,2025/04/07,to-read,to-read (#233),to-read,,,,0,0
89185,Chasm City,Alastair Reynolds,"Reynolds, Alastair",,"=""0441010644""","=""9780441010646""",0,Ace Books,Mass Market Paperback,694,2003,2001,,2025/04/06,to-read,to-read (#232),to-read,,,,0,0
210693153,A Harvest of Hearts,Andrea Eames,"Eames, Andrea",,"=""1645661881""","=""9781645661887""",0,Erewhon Books,Hardcover,437,2025,2025,,2025/04/06,to-read,to-read (#231),to-read,,,,0,0
140723,"Maigret in Montmartre (Inspector Maigret, #36)",Georges Simenon,"Simenon, Georges",Daphne Woodward,"=""0156551624""","=""9780156551625""",4,Harcourt,Paperback,202,1989,1950,2025/03/30,2025/02/02,,,read,"Not the best Maigret story but it was dark, moody and very people-focused, which are big pluses ",,,1,0
65605,"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",0,HarperCollins Narnia,Mass Market Paperback,221,2005,1955,,2025/03/31,to-read,to-read (#230),to-read,,,,0,0
67326,Poor Folk,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""1592244319""","=""9781592244317""",3,Wildside Pr,Paperback,167,2003,1846,2025/03/26,2025/03/22,,,read,"Pros:<br/>- writing is good<br/>- the way stuff is told through letters is interesting (especially because the characters are always replying to the past and there’s no action from any of them)<br/><br/>Cons:<br/>- after a while it felt very whiny since you’re just reading about two characters complaining<br/>- this is followed by periods of schizo meltdowns and we could benefit from a larger exploration of this<br/><br/>Okay-ish book, but I wouldn’t suggest people to start Dostoevsky with this one",,,1,0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",4,Orbit,ebook,400,2008,1993,2025/03/22,2025/03/15,,,read,"3.5⭐️, rounding to 4⭐️ because I know the rest of the Witcher series is a lot better.<br/><br/>Pros:<br/>- a collection of short stories that allow you to get in touch with the different cultures and characters from the universe<br/>- you get a good sense of the setting and the recurring issues<br/>- it’s entertaining but not in a dumb way<br/><br/>Cons:<br/>- you get to know very little of Geralt from the short stories and the part you know doesn’t represent him well<br/>- the book is labelled on stores as the #1 but it shouldn’t; this is not a good entry to Witcher but more for those who want to fill in the spots that are left from the actual series",,,1,0
3974,The Terror,Dan Simmons,"Simmons, Dan",,"=""0316017442""","=""9780316017442""",1,"Little, Brown and Company",Hardcover,835,2007,2007,2025/03/15,2024/10/25,,,read,"I think that the score of this book suffers from survivorship (no pun intended) bias! Most people would feel discouraged reading a real life events inspired store with more than 700 pages and that supposedly has terror notes in it.<br/>I, for one, got it because it was at 0,99€; and why did I read it to the end? Honestly, no idea, I had no reason to suffer with it but I did so I could at least give it a score of finishing the book and not DNF!<br/>Now, for the review:<br/>1. The book is dramatically long and I don’t think that it has good reasons for it to be so; it has a lot of words and phrases but most of the times there aren’t really events in it, it just feel like a log - even where there’s jumps in time (like, let’s say, one chapter is on the 5th of June and the next one is on the 25th), the author goes back and basically exposes all the days anyway, making the timeline confusing (the chapter names have the name of the places, the coordinates, and the date)<br/>2. There are too many characters, which made me care for absolutely none; worse than that, I couldn’t even remember what some of they were because they had not enough exposition for me to care<br/>3. There’s a whole chapter that sounds like a Cirque du Soleil routine (I barely know ship parts and now I’m reading how there’s a person swinging from one place to another?)<br/>4. The book is so ship-heavy, and I have so little understanding of ships, that most of the times I didn’t know what we were talking about; I understand that Dan did his research but I didn’t really need to pass that entirely to us<br/>5. The first 60% of the book are incredibly dull and didn’t evoke any emotion to me; maybe it’s due to how it is exposed, or how we’re jumping from perspective, but I couldn’t care about the challenges of the people<br/>6. The exploration part was interesting because stuff started happening very quickly, but, again, maybe it was just in contrast with the rest of the book<br/>7. There’s nearly no ‘Terror’ in it as in ‘horror’; there’s an unpronounceable beast and people dying but, once again, the exposition of it didn’t feel good<br/>8. We got relevant info presented in the last 5% of the book; who does that and why would I care now?<br/>9. We spent a lot of time hyping the bad guys to get nearly nothing from it<br/>10. Same thing with the beast<br/><br/>I’m still going to read Hyperion, but, please, Dan, don’t do this to me again!",,,1,0
26114648,The Beauty Queen of Jerusalem,Sarit Yishai-Levi,"Yishai-Levi, Sarit",Anthony Berris,"=""1250078164""","=""9781250078162""",0,Thomas Dunne,Hardcover,384,2016,2013,,2025/03/01,to-read,to-read (#229),to-read,,,,0,0
292740,Sleepers,Lorenzo Carcaterra,"Carcaterra, Lorenzo",,"=""2266071289""","=""9782266071284""",0,Pocket,Paperback,402,1996,1995,,2025/02/28,to-read,to-read (#228),to-read,,,,0,0
25545994,Python Machine Learning,Sebastian Raschka,"Raschka, Sebastian",,"=""1783555130""","=""9781783555130""",0,Packt Publishing,Paperback,454,2015,2015,,2025/02/22,to-read,to-read (#227),to-read,,,,0,0
209234015,Build a Large Language Model (From Scratch),Sebastian Raschka,"Raschka, Sebastian",,"=""1633437167""","=""9781633437166""",0,Manning,Paperback,400,2025,,,2025/02/22,to-read,to-read (#226),to-read,,,,0,0
3973,"Ilium (Ilium, #1)",Dan Simmons,"Simmons, Dan",,"=""0380817926""","=""9780380817924""",0,HarperTorch,Mass Market Paperback,731,2005,2003,,2025/02/22,to-read,to-read (#225),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",1,Simon & Schuster,Mass Market Paperback,249,2011,1963,2025/02/21,2023/01/19,,,read,"For someone reading Fahrenheit 451 as their first dystopian book, I can see how it can greatly impact them, but once you widen your knowledge, you feel that its message is bleak and superficial.<br/>The book reads like a badly structured poem, where the author seems to create a narrative that would sound good out loud but mean very little.<br/>Also, the world is barely built; there are headphones and giant TVs but it is so awfully explained in the first encounters that you need some extra time to understand that the main character is actually describing real life and not just having an imaginative episode.<br/>Overall, didn't enjoy it at all; I'm sad to feel like this about a book about books but it landed flat on me ",,,1,0
34788577,Acidente Nuclear,Lester del Rey,"Rey, Lester del",Eurico da Fonseca,"=""""","=""""",2,Livros do Brasil,Mass Market Paperback,190,1979,1956,2025/02/18,2025/02/15,,,read,I don’t know what it was about this book but it just wasn’t very interesting. It took a long time to get anywhere while trying to build tension and failing.<br/>It split its attention between creating dilemmas and dumping exposition on the reader.<br/>I reached the end without feeling like I read a book,,,1,0
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,Riverhead Books,Hardcover,308,2019,2019,,2025/02/15,to-read,to-read (#224),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,W.W. Norton & Company,Paperback,498,2005,1997,,2025/02/13,to-read,to-read (#223),to-read,,,,0,0
11390204,"Bill, o Herói Galáctico",Harry Harrison,"Harrison, Harry",Eurico da Fonseca,"=""""","=""""",5,Livros do Brasil,Mass Market Paperback,178,1986,1965,2025/02/13,2025/02/07,,,read,"I was a flea market and saw this book and I almost didn't get it.<br/>""Bill, the Galactic Hero"" just sounded dumb, but then I remembered that all great heroes have a noun and a title: ""Bill, the Galactic Hero,"" ""Rick, the Door Technician,"" ""Thomas, the Tank Engine.""<br/>So I got it and I'm happy that I did.<br/>This book is just dumb fun and I'm here for it! Several tongue-in-cheek moments with the highest of praises for those who paved the path, and non-sense like I've never seen.<br/><br/>It does get a bit confusing since the writing is very 'jumpy' at certain points but you learn to go around it and appreciate its nature for what it is.",,,1,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,Random House,Paperback,709,2000,2000,,2025/02/09,to-read,to-read (#222),to-read,,,,0,0
802001,"Maigret Sets a Trap (Maigret, #48)",Georges Simenon,"Simenon, Georges",,"=""0156028484""","=""9780156028486""",3,,Paperback,182,2003,1955,2025/02/08,2025/02/02,,,read,"I don’t like the fact that I’m giving this book 3⭐️ but I don’t enjoy knowing that Maigret is ‘suffering’, and, theoretically, losing, so I just couldn’t get into the plot due to that!",,,1,0
61393382,"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,"Kingfisher, T.",Avi Roque,"=""1250856892""","=""9781250856890""",3,Macmillan Audio ,Audiobook,5,2022,2022,2025/02/07,2023/01/23,,,read,"3 ⭐️ but heavily leaning on 2…<br/>After a while the story felt flat, predictable, and the personality that you usually find on Kingfisher’s work just wasn’t there",,,1,0
27059,Her Smoke Rose Up Forever,James Tiptree Jr.,"Jr., James Tiptree",Michael Swanwick,"=""1892391201""","=""9781892391209""",0,Tachyon Publications,Paperback,508,2004,1990,,2025/02/07,to-read,to-read (#221),to-read,,,,0,0
524985,The Brothers Ashkenazi,Israel J. Singer,"Singer, Israel J.","Irving Howe, Joseph Singer","=""0140187774""","=""9780140187779""",0,Penguin Classics,Paperback,448,1993,1936,,2025/02/07,to-read,to-read (#220),to-read,,,,0,0
10155,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",Michael Crichton,"=""0812967259""","=""9780812967258""",0,Random House Publishing Group,Paperback,272,2003,1912,,2025/02/07,to-read,to-read (#219),to-read,,,,0,0
40215405,Maigret e a Velha Senhora,Georges Simenon,"Simenon, Georges",J. Lima da Costa,"=""972381434X""","=""9789723814347""",4,Livros do Brasil,Mass Market Paperback,177,1995,1950,2025/02/05,2025/02/03,,,read,"4⭐, leaning towards the 3, since it isn't the most amazing Maigret book. It's one of those books where there's a lot of talk and it transpires the personality of the diverse characters, but there's very little of actual Maigret in it and it just doesn't feel the same, especially right after reading [b:The Yellow Dog|18774736|The Yellow Dog (Maigret #6)|Georges Simenon|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384187038l/18774736._SY75_.jpg|1868179]",,,1,0
18774736,"The Yellow Dog (Maigret, #6)",Georges Simenon,"Simenon, Georges",Linda Asher,"=""0141393475""","=""9780141393476""",5,Penguin Books,Paperback,134,2014,1931,2025/02/03,2025/02/02,,,read,"There’s two types of Maigret books: the ones where Maigret is the star, using his full personality to solve the case, and the ones where Simenon builds an amazing atmosphere with so few words.<br/>This one belongs to the second type and it’s overwhelming Simenon’s ability to do so!",,,1,0
11566,The Green Mile,Stephen  King,"King, Stephen",,"=""0451933028""","=""9780451933027""",5,Penguin Signet,Paperback,592,1996,1996,2025/02/02,2025/01/29,,,read,An absolute masterpiece that I just couldn’t put down!,,,1,0
140761,Maigret and the Gangsters (English and French Edition),Georges Simenon,"Simenon, Georges",,"=""0380704145""","=""9780380704149""",0,Avon Books,Paperback,160,1988,1951,,2025/02/02,to-read,to-read (#218),to-read,,,,0,0
23398787,"The Misty Harbour (Maigret, #12)",Georges Simenon,"Simenon, Georges",Linda Coverdale,"=""014139479X""","=""9780141394794""",0,Penguin Books,Paperback,186,2015,,,2025/02/02,to-read,to-read (#217),to-read,,,,0,0
44162,Maigret and the Headless Corpse (English and French Edition),Georges Simenon,"Simenon, Georges",,"=""0156551446""","=""9780156551441""",0,Harcourt,Paperback,196,1985,1955,,2025/02/02,to-read,to-read (#216),to-read,,,,0,0
20949483,"The Grand Banks Café (Maigret, #9)",Georges Simenon,"Simenon, Georges",David Coward,"=""0141393505""","=""9780141393506""",0,Penguin Books,Paperback,160,2014,1931,,2025/02/02,to-read,to-read (#215),to-read,,,,0,0
23020954,"The Saint-Fiacre Affair (Maigret, #14)",Georges Simenon,"Simenon, Georges",Shaun Whiteside,"=""0141394757""","=""9780141394756""",0,Penguin Books,Paperback,160,2015,1932,,2025/02/02,to-read,to-read (#214),to-read,,,,0,0
24611455,"Maigret (Maigret, #19)",Georges Simenon,"Simenon, Georges",Ros Schwartz,"=""0141397047""","=""9780141397047""",0,Penguin Books,Paperback,140,2015,1934,,2025/02/02,to-read,to-read (#213),to-read,,,,0,0
23398655,"The Madman of Bergerac (Maigret, #16)",Georges Simenon,"Simenon, Georges",Ros Schwartz,"=""0141394560""","=""9780141394565""",0,Penguin Books,Paperback,160,2015,1932,,2025/02/02,to-read,to-read (#212),to-read,,,,0,0
40958335,Maigret and the Good People of Montparnasse (Inspector Maigret #58),Georges Simenon,"Simenon, Georges",Ros Schwartz,"=""0525504028""","=""9780525504023""",0,Penguin Books,Kindle Edition,170,2019,1962,,2025/02/02,to-read,to-read (#211),to-read,,,,0,0
878129,My Friend Maigret (Maigret #31),Georges Simenon,"Simenon, Georges",Nigel Ryan,"=""0141025867""","=""9780141025865""",0,Penguin Group,Paperback,208,2006,1949,,2025/02/02,to-read,to-read (#210),to-read,,,,0,0
22058231,"A Man's Head (Maigret, #5)",Georges Simenon,"Simenon, Georges",David Coward,"=""0141393513""","=""9780141393513""",0,Penguin Books,Paperback,176,2015,1931,,2025/02/02,to-read,to-read (#209),to-read,,,,0,0
18114333,"The Hanged Man of Saint-Pholien (Maigret, #4)",Georges Simenon,"Simenon, Georges",Linda Coverdale,"=""0141393459""","=""9780141393452""",0,Penguin Books,Paperback,138,2014,1931,,2025/02/02,to-read,to-read (#208),to-read,,,,0,0
18114334,"The Late Monsieur Gallet (Maigret, #3)",Georges Simenon,"Simenon, Georges",Anthea Bell,"=""0141393378""","=""9780141393377""",0,Penguin Books,Paperback,155,2014,1931,,2025/02/02,to-read,to-read (#207),to-read,,,,0,0
18114335,"Pietr the Latvian (Maigret, #1)",Georges Simenon,"Simenon, Georges",David Bellos,"=""0141392738""","=""9780141392738""",0,Penguin Books,Paperback,162,2013,1930,,2025/02/02,to-read,to-read (#206),to-read,,,,0,0
38715736,Odisseia,Homer,"Homer, Homer",Frederico Lourenço,"=""9897224386""","=""9789897224386""",0,Quetzal Editores,Hardcover,688,2018,-700,,2025/02/02,to-read,to-read (#205),to-read,,,,0,0
23173180,Oscar Wilde: The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar","James Marsters, Charles Busch, Emily Bergl, Neil Dickson, Jill Gascoine, Christopher Neame, Matthew Wolf, Sarah  Zimmerman","=""""","=""""",4,L.A. Theatre Works,Audiobook,2,2009,1895,2025/01/27,2024/10/22,,,read,"An entertaining and silly play to show the snobbish stand of the upper class, while making fun of absolutely everything about it!<br/>This book is a master of one-liners and my only regret is that there aren't more of them",,,1,0
24314867,"Symbiosis (Justice Keepers Saga, #1)",R.S. Penney,"Penney, R.S.",,"=""""","=""""",1,Next Chapter,Kindle Edition,330,2015,2014,,2025/01/26,,,read,"DNF at 10%. The dialogue is cheesy, the descriptions are dull, and everything is characterised the same way. I can’t put myself for 900 pages of this, sadly",,,1,0
40277241,Brief Answers to the Big Questions,Stephen W. Hawking,"Hawking, Stephen W.",,"=""1984819194""","=""9781984819192""",4,Bantam,Hardcover,256,2018,2018,2025/01/25,2025/01/24,,,read,"A quick and enjoyable read although someone who is interested in cosmology will learn very little from it. But it’s a great tool to allow for everyone to get the overall idea of what we know and what we’re aiming for, which, I believe, was Hawking’s main objective",,,1,0
52459864,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,"Zhao, Xiran Jay",,"=""0735269939""","=""9780735269934""",0,Penguin Teen,Hardcover,394,2021,2021,,2025/01/26,to-read,to-read (#204),to-read,,,,0,0
21182,The Wisdom of Life,Arthur Schopenhauer,"Schopenhauer, Arthur",T. Bailey Saunders,"=""0486435504""","=""9780486435503""",4,Dover Publications,Paperback,77,2004,1851,2025/01/22,2025/01/19,,,read,"It is a book for everybody to try and read, although the last chapter, particularly the one about fame, dragged on for too long for me.<br/>In any case, a good book with good insights",,,1,0
205670068,"Exodus: The Archimedes Engine (Archimedes Engine, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0593357663""","=""9780593357668""",0,Random House Worlds,Hardcover,928,2024,2024,,2025/01/22,to-read,to-read (#203),to-read,,,,0,0
201930181,"The Mercy of Gods (The Captive's War, #1)",James S.A. Corey,"Corey, James S.A.",,"=""031652557X""","=""9780316525572""",0,Orbit,Hardcover,432,2024,2024,,2025/01/22,to-read,to-read (#202),to-read,,,,0,0
50663055,Elder Race (Elder Race #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250768721""","=""9781250768728""",0,Tordotcom,Paperback,199,2021,2021,,2025/01/22,to-read,to-read (#201),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,New York Review Books,Paperback,292,2006,1965,,2025/01/19,to-read,to-read (#200),to-read,,,,0,0
59696349,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,"=""1787634116""","=""9781787634114""",3,Bantam Press,Paperback,416,2022,,2025/01/19,2025/01/09,,,read,"At this point in time, I don’t think that the tips on how to build a product and create a company really surprise anyone, so, in that regard, the book can be considered ‘weak’.<br/>However, it offers insights within the companies where Tony passed through and that’s definitely the most interesting part of it",,,1,0
16147181,The War of the Worlds,H.G. Wells,"Wells, H.G.",,"=""""","=""""",3,Atria Books,Kindle Edition,275,2012,1898,2025/01/18,2023/01/19,,,read,"I appreciate what the book tries to do, especially to the time in which it was written, but I couldn’t connect with it.<br/>Here are the flaws that it has, for me:<br/>- the ‘report’ style of narrative feels old after a while, especially when we move from the main character’s POV to his brother’s, which means that we’re now on the realm of ‘someone told me that someone told him’ and that loses impact<br/>- the book is very long for what it tries to convey and cutting it short could have being beneficial<br/>- I absolutely disliked the jumps in time during the first week; I got lost with the events because we were jumping between 4 different days and couldn’t create a proper narrative in my mind",,,1,0
198952482,World Walkers,Neal Asher,"Asher, Neal",,"=""1035038013""","=""9781035038015""",0,Tor,Kindle Edition,670,2024,,,2025/01/09,to-read,to-read (#199),to-read,,,,0,0
195443798,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",0,Tor,Kindle Edition,396,2024,2024,,2025/01/09,to-read,to-read (#198),to-read,,,,0,0
11672595,Against A Dark Background,Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",1,Orbit,Kindle Edition,644,2008,1993,2025/01/04,2024/11/16,,,read,"What an amazing mess of a book! I wanted to enjoy it—I really did—but there's so much wrong with it.<br/>Here's a list of what I definitely didn't enjoy:<br/>- all the characters read as being edgy and snarky, with very brief moments of them actually feeling like humans<br/>- each new setting dumps the system's specs (ecological, historical, geological, etc.), which would be fine if they weren't so damn long and out of context (it reads like it's trying to set the scene for a play)<br/>- the plot is all over the place with so much going on, when in reality very little has to do with the story<br/>- the most interesting parts are about Sharrow reminiscing about the past<br/>- the last 1/5 of the book is spent on a magical uni-bike that solves literally everything!<br/>- there's a multitude of bad guys that, in the end, makes them all feel incredibly weak and that they clearly don't know what they are doing<br/>- this is a personal issue but ... in a time of spaceships and laser guns, somehow there's a part where people get lost in a jungle/fjord and nearly die from hunger?<br/><br/>This could have been three or four different books, each interesting in its own way (Sharrow's past, Sharrow's future, Sharrow's family, and the never-ending battle for Colter, just to name a few topics), but it fails miserably to do so.<br/>The writing isn't bad and what kept me pushing to reading it was because I wanted to get invested in the story and the characters but the pages went on and the story got worse.",,,1,0
21048123,R.U.R.,Karel Čapek,"Čapek, Karel","Paul Selver, Nigel Playfair","=""1473208033""","=""""",4,Gateway,Kindle Edition,78,2013,1920,2025/01/09,2024/12/12,,,read,"If there's something that I didn't expect to ever do it's to read a play about robots. But it works!<br/>It's a short read but powerful, with its message loud and clear, and it takes one of the prime stops for one of the better works illustrating 'the uprising of man-made stuff'",,,1,0
816440,War with the Newts,Karel Čapek,"Čapek, Karel",Ewald Osers,"=""0945774109""","=""9780945774105""",0,Catbird Press,Paperback,241,1990,1936,,2025/01/09,to-read,to-read (#197),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",4,Waking Lion Press,Paperback,86,2006,1886,2024/12/31,2023/10/06,,,read,Had no expectations for the book but it is very good! I wholeheartedly recommend it to everybody.<br/>It’s not a 5⭐️ simply because it doesn’t have a wow factor,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",1,Harper,Mass Market Paperback,417,2003,1967,2024/12/30,2022/10/22,,,read,"This book just wasn't for me...<br/>The jumps in time, the interminable plot, the endless fantastical occurrences that exist and make you wonder if you missed something two pages back...<br/>Overall, it felt incomplete for me. The path was there but there was no story around it, and I felt like I was reading through different milestones set for the plot to arrive to; there's so much going on that nothing matters.<br/>In the end, it felt like I was reading a book by someone who read Tolkien (regarding the worldbuilding, story telling, and epic events) but that didn't want to go through the fantasy route and ended up very short of what was possible ",,,1,0
24702467,Aphorisms on Love and Hate,Friedrich Nietzsche,"Nietzsche, Friedrich","Marion Faber, Stephen Lehmann","=""014139790X""","=""9780141397900""",2,Penguin Classics,Paperback,55,2015,1878,2024/12/30,2024/12/27,,,read,"Average, at most... If I didn't knew Nietzsche, this book surely wouldn't get me to read more of his stuff",,,1,0
36512332,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",5,Mariner Books,ebook,219,2007,1966,2024/12/09,2023/05/09,,,read,"One thing I found weird about the book was the decision to have Charlie narrate/write his reports. At a certain point, where he's at his 'intelligence climax', the 'report' feels like it no longer exists, but we're still getting a description of it as it does.<br/><br/>In any case, it's a wonderful book, from its cadence to its meaning to how the characters develop. I wholeheartedly recommend it to everybody!",,,1,0
17316682,Remote: Office Not Required,David Heinemeier Hansson,"Hansson, David Heinemeier","Jason Fried, Rebecca Lowman","=""0804148996""","=""9780804148993""",3,Random House Audio,Audiobook,256,2013,2013,2024/12/02,2024/12/02,,,read,"The book might be losing its relevance by the day since each day more people get into contact with the notion of remote work, and, thus, the introduction to it that this book provides is not enough for a vast majority of people or scenarios.<br/>That being said, it still deserves its praise for potentially being a good starting point to introduce the conversation into a company (assuming management is even interested in it)",,,1,0
