Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,Harper Voyager,Kindle Edition,545,2018,2018,,2023/06/12,to-read,to-read (#59),to-read,,,,0,0
12382340,Ready Player One,Ernest Cline,"Cline, Ernest",Wil Wheaton,"=""""","=""""",3,Random House Audio,Audible Audio,16,2011,2011,2023/06/10,2021/06/06,,,read,"It is, at best, an ok book and I’m sad to say that since I had big expectations for it.<br/><br/>Pros:<br/>- the concept is cool<br/>- lots of attainable 80s references<br/>- the descriptions and narrative are easy to follow<br/>- I was happy to see gaming concepts applied to a story and to a world building<br/>- read by Wil Wheaton<br/><br/>Cons:<br/>- I think I kinda read this concept a bit better on [b:Epic|1003985|Epic (Epic, #1)|Conor Kostick|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546094126l/1003985._SY75_.jpg|990114] (also a YA book, and definitely older)<br/>- the characters were veeeery superficial and kinda stereotypical <br/>- the plot is … something …<br/>- the several turning points of the story just seem to fly by and no one gives them a lot of attention<br/>- Wade seems to actually be the prodigal son of Batman considering how he’s a mastermind of strategy, hacking and figuring stuff out (and also an expert into fitness montages over the course of 4 weeks)<br/><br/>Overall, a very average book that wins a lot of points by working on a world that a lot of gamers can relate to; but also loses a lot of points for the faulty writing and not very good narrative",,,1,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",0,Ballantine Books,Kindle Edition,466,2012,1990,,2023/06/10,to-read,to-read (#58),to-read,,,,0,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,Crown,Hardcover,305,2017,2017,,2023/06/10,to-read,to-read (#57),to-read,,,,0,0
15750692,"Malice (The Faithful and the Fallen, #1)",John Gwynne,"Gwynne, John",,"=""0230758452""","=""9780230758452""",0,Tor,Hardcover,672,2012,2012,,2023/06/08,to-read,to-read (#56),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,Tor Books,Kindle Edition,393,2020,2020,,2023/05/31,to-read,to-read (#55),to-read,,,,0,0
40829092,The Tattooist of Auschwitz,Heather   Morris,"Morris, Heather",,"=""198714564X""","=""9781987145649""",1,Harperaudio,Preloaded Digital Audio Player,8,2018,2018,2023/05/31,2023/05/26,,,read,"I don't like giving books that tackle such horrendous matters such a low rating but this book wasn't good...<br/>At some points (as in, most of the story), while listening to the audiobook, I didn't feel like the setting was a concentration camp. Lale walked freely to pretty much everywhere (even when he wasn't the Tätowierer) and very sparingly noticed the horrors that were happening around him.<br/>I'm sure the real Lale lived horrendous stuff that marked him forever but I personally feel like we were never given a glimpse of that (were the editors too scared of sharing how morbid concentration camps actually were?).<br/><br/>At the end of the book, I just felt like the story romanticizes concentration camps (how is that even possible?) and it felt vague and badly built.",,,1,0
21848328,Maigret e os cães ferozes,Georges Simenon,"Simenon, Georges",Fernando Brites da Fonseca,"=""""","=""""",5,Livros do Brasil,Mass Market Paperback,183,,1947,2023/05/27,2023/05/24,,,read,"This might be the best Maigret so far!<br/>Granted, the finding of the mystery felt detached but I’ve never seen Maigret so alive (and so human). I thought that Maigret wouldn’t ever work outside the Quai (like in Holland) but what I found here was a no-worries, free and boyish Maigret.<br/>Since in this book he is supposed to be retired, he doesn’t actual have to live by the hierarchy rules and we see him turning into a cop on the terrain and I very much enjoyed it!",,,1,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,Bloomsbury Publishing,Paperback,368,2022,2022,,2023/05/26,to-read,to-read (#54),to-read,,,,0,0
1795039,"The Case of the Velvet Claws (Perry Mason, #1)",Erle Stanley Gardner,"Gardner, Erle Stanley",,"=""0345323173""","=""9780345323170""",3,Random House Ballantine,Mass Market Paperback,215,1985,1933,2022/01/07,2021/12/18,,,read,,,,1,0
481443,"The Case of the Howling Dog (Perry Mason, #4)",Erle Stanley Gardner,"Gardner, Erle Stanley",,"=""0345347838""","=""9780345347831""",4,Fawcett,Mass Market Paperback,216,1987,1934,2022/01/16,2022/01/07,,,read,,,,1,0
140726,Maigret and the Ghost,Georges Simenon,"Simenon, Georges",E. Ellenbogen,"=""0141187271""","=""9780141187273""",5,Penguin Books,Paperback,145,2003,1964,2023/05/24,2023/05/21,,,read,"The more I read stories with Maigret, the more I fall in love with him (maybe he's going head to head with Poirot in my #1 ranking).<br/>Although the books are short and there aren't many characters to worry about, the story telling and plot are always top-notch.",,,1,0
94248474,Anatomia: uma história de amor,Dana Schwartz,"Schwartz, Dana",,"=""9720036303""","=""9789720036308""",0,Porto Editora,Paperback,372,2023,2022,,2023/05/20,to-read,to-read (#53),to-read,,,,0,0
55338962,Almond,Sohn Won-Pyung,"Won-Pyung, Sohn",Sandy Joosun Lee,"=""0062961381""","=""9780062961389""",0,HarperVia,Paperback,259,2021,2017,,2023/05/22,to-read,to-read (#52),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,Vintage Books,Paperback,559,2004,1992,,2023/05/22,to-read,to-read (#51),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,Doubleday,Hardcover,506,2011,2011,,2023/05/22,to-read,to-read (#50),to-read,,,,0,0
58725016,Elektra,Jennifer Saint,"Saint, Jennifer",,"=""125077361X""","=""9781250773616""",0,Flatiron Books,Hardcover,291,2022,2022,,2023/05/22,to-read,to-read (#49),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,Harper Voyager,Hardcover,544,2022,2022,,2023/05/22,to-read,to-read (#48),to-read,,,,0,0
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,"=""125077358X""","=""9781250773586""",0,Flatiron Books,Hardcover,308,2021,2021,,2023/05/22,to-read,to-read (#47),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",3,"Little, Brown and Company",Hardcover,393,2018,2018,2023/05/21,2023/01/19,,,read,"As humans, we probably will never understand the stretch of time to which titans, nymphs and gods rule themselves, and that is awesome… but that also means that, if we have a nymph narrating the story, we’ll never have a real grip to the timeframe!<br/>The Song of Achilles hooked me because it was an heroic tale, something that we knew had a finish and it would end badly!<br/>Circe, however, is not an heroic tale. It’s the mundane life of a titan that interacts with humans that come and go.<br/><br/>Pros:<br/>- having a like for Greek mythology and having lived with the Hercules tv show, getting a different view of so many great names is always refreshing<br/>- Miller is extremely good at creating scenarios and making the characters likeable<br/><br/>Cons:<br/>- the last 1/5 of the book felt rushed and didn’t seem to fit with the rest<br/>- I personally feel like there were parts that were extremely detailed and others that were just waved at<br/>- It’s not the most captivating story<br/><br/>Sadly I give it a 3⭐️because it just wasn’t very entertaining",,,1,0
59314703,Thank You for Listening,Julia  Whelan,"Whelan, Julia",,"=""0063095564""","=""9780063095564""",2,Avon,Paperback,432,2022,2022,2023/05/20,2023/02/12,,,read,"Pros:<br/>- The characters were extremely lovable<br/>- The grandma story is devastating and felt very real<br/>- The whole narrative had a very sarcastic tone that works for me<br/><br/>Cons:<br/>- I feel like the characters backstory really wasn’t explored very deeply<br/>- There’s a lot of focus on romance and not as much as the characters by themselves<br/>- there are jumps on the story that made it very difficult as an audiobook to follow through<br/>- The email and text messages exchange was very odd and broke the rhythm of the book<br/><br/>Overall, I was expecting a different book from the first pages and it didn’t really work for me ",,,1,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",2,Ballantine Books,Hardcover,384,2022,2022,2023/05/13,2023/01/24,,,read,"It was a very very average book for me and it felt like a 2000’s rom com movie.<br/><br/>Pros:<br/>- the characters feel alive and individual<br/>- the structure of the book looks like it was made to be a movie, with the different timelines and radio comments<br/>- the writing is flawless<br/><br/>Cons:<br/>- there’s A LOT of tennis and reading  ‘point for me, point for her’ several times does nothing to me; I guess it’s supposed to be suspenseful but didn’t get to me<br/>- the story is average, corny and not very original",,,1,0
44074800,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,"Hendrix, Grady",,"=""""","=""""",0,Quirk Books,Kindle Edition,410,2020,2020,,2023/05/13,to-read,to-read (#46),to-read,,,,0,0
123726573,O Olhar da Medusa,Natalie Haynes,"Haynes, Natalie",,"=""""","=""9789897870088""",0,TopSeller,Kindle Edition,340,2023,2022,,2023/05/13,to-read,to-read (#45),to-read,,,,0,0
55711683,The Forest of Vanishing Stars,Kristin Harmel,"Harmel, Kristin",,"=""198215893X""","=""9781982158934""",0,Gallery Books,Hardcover,376,2021,2021,,2023/05/13,to-read,to-read (#44),to-read,,,,0,0
101673225,Land of Milk and Honey,C Pam Zhang,"Zhang, C Pam",,"=""0593538242""","=""9780593538241""",0,Riverhead Books,Hardcover,240,2023,2023,,2023/05/13,to-read,to-read (#43),to-read,,,,0,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""0593334833""","=""9780593334836""",2,Berkley,Paperback,377,2022,2022,2023/05/07,2023/04/30,,,read,"I am most definitely not the target audience for this type of book, so I kind of feel bad for reviewing it , especially a bad review. But here we are…<br/>The writing was good, but the characters just felt extremely tacky and dull. There’s really not much room for innovation on the romance field, but this book just felt like it’s filled in all the tropes for what makes a romance book.<br/>Looking at a high rating, I was kind of expecting for a different story, for something new, for something that hasn’t been written before, but what I found out was the same old story that we’ve seen in hundreds and thousands of early 2000 films ",,,1,0
16319,"The Body in the Library (Miss Marple, #2)",Agatha Christie,"Christie, Agatha",,"=""157912626X""","=""9781579126261""",2,Black Dog & Leventhal Publishers,Hardcover,191,2006,1942,2023/04/30,2023/04/15,,,read,Maybe it’s just me but I wasn’t a particular fan of this story and how the narrative was organised. I feel bad for giving a Christie’s book a bad rating but this just wasn’t for me,,,1,0
52379735,The Echo Wife,Sarah Gailey,"Gailey, Sarah",,"=""125017466X""","=""9781250174666""",1,Tor Books,Hardcover,256,2021,2021,2023/04/30,2023/04/25,,,read,"If it wasn’t for double speed on Audiobooks, I probably wouldn’t have finished this book. The plot is nearly none, the character feels like blobs and,really, there’s nothing engaging about the story.<br/><br/>For me, this book could have been split into four different and very good books (spoilers ahead, of course):<br/>- The story about a scientist, who discovered how to create clones, and now lives in the moral dilemma on how similar she should make them similar to their own humane counterparts<br/>- The story about that same scientist and how her husband ended up betraying her to do his own research just to create a clone of her<br/>- The story about a clone living in the humane world and trying to find out how she could survive in it. What kind of morals she should guide herself by, when she really doesn’t have any identity at all.<br/>- The story of a scientist, trying to reproduce the best way, possible, his wife or her wife, and completely failing it, and having a garden full of dead bad clones",,,1,0
61474956,"Dead Before Dinner (Maddie Swallows, #1)",Kat Bellemore,"Bellemore, Kat",,"=""""","=""""",4,KB Press,Kindle Edition,246,2022,2022,2023/04/20,2023/04/19,,,read,This was a fairly good book. The plot is not amazing and there are a lot of elements on the story that I felt that were thrown around d and we never came back to it but it was entertaining and a quick read,,,1,0
60784409,A House with Good Bones,T. Kingfisher,"Kingfisher, T.",,"=""1250829798""","=""9781250829795""",2,Tor Nightfire,Hardcover,247,2023,2023,2023/04/16,2023/04/12,,,read,"This is my first book by Kingfisher and while I very much enjoyed her writing and building of scenarios, this particular story felt too long and a bit dull.<br/>I enjoyed the fact that Sam was geeky and nerdy about her interests but, at time, her inner monologue felt like too much…<br/>I can’t say that I was fan, especially since the last 1/3 of the book felt rushed and a bit out of place ( there’s almost a red herring, I guess ",,,1,0
26154340,Maigret e o Caso Nahour,Georges Simenon,"Simenon, Georges",Paulo de Mello Barreto,"=""""","=""""",4,Livros do Brasil,Paperback,169,,1966,2023/04/10,2023/04/08,,,read,"When Maigret is in his home turf, he is an amazing investigator. I love his lunches and dinners with his wife, the way he delegates tasks, the way he thinks about stuff.<br/>This might be the best book yet!",,,1,0
26159150,Maigret e o Crime na Holanda,Georges Simenon,"Simenon, Georges",Paulo de Mello Barreto,"=""""","=""""",3,Livros do Brasil,Paperback,151,,1931,2023/04/12,2023/04/11,,,read,Not the best story with Maigret. For me it felt rushed and missing a lot of stuff,,,1,0
56852405,Billy Summers,Stephen  King,"King, Stephen",Paul Sparks,"=""1797122703""","=""9781797122700""",3,Simon & Schuster Audio,Audiobook,17,2021,2021,2023/04/12,2023/03/30,,,read,"Stephen King has an amazing ability of having uncommon people have common lives on his stories and I really appreciate that since the humanity just comes out of nowhere some times!<br/><br/>I’m also starting my King journey with the non-thriller/horror ones since I don’t want to know him, as he said himself, ‘The horror guy’.<br/><br/>—<br/><br/>Now, about the book… the first half is amazing. A solid 5⭐️ . The writing, the pace, the characters, the narrative. Not a single flaw.<br/><br/>Now, the 2nd half ",,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,Ecco,Paperback,408,2012,2011,2023/04/07,2023/01/23,,,read,"I need to split my review with 3 different views on it.<br/><br/>---<br/><br/>This is not a book for hardcore Greek mythology fans. It is a romanticized version of the Iliad, and it is a beautiful one. You will find mismatches with the Iliad but I advise you to ignore them and read the book for what it is: a book with a good story.<br/><br/>---<br/><br/>Reading this book was like getting together with old friends! If you've watched 90's Hercules (movie and tv show), you'll find a lot of recognizable characters, and that's precisely what happened to me! After 20+ years, I was again reunited with heroes, foes, and thinkers that I've exhaustively read and watched throughout my childhood!<br/><br/>---<br/><br/>It is a beautifully written book with a good romance in it. It shows how cruel life can be and how dangerous one's ambitions are. If you're not a fan of Greek Mythology, the names will bore you and you'll exasperate over the need of being 'remembered for honour'; but if you're slightly inclined to it, you'll find a good book!",,,1,0
56359253,The Maidens,Alex Michaelides,"Michaelides, Alex","Louise Brealey, Kobna Holdbrook-Smith","=""1250262356""","=""9781250262356""",2,Macmillan Audio ,Audiobook,8,2021,2021,2023/03/29,2023/03/20,,,read,"This is a very dull book.<br/><br/>It reads like a beautiful poem (it's very atmospheric) but lacks a lot of sustenance!<br/>The characters look and sound flat and are incredibly stereotypical.<br/><br/>Also, you can't call it a mystery/thriller just because <spoiler>you have your main character following the red herring the entire time</spoiler>.<br/><br/>About the audiobook: Louise Brealey's narration was very good and her calm voice certainly helped to create a certain ambiance (maybe that was the only thing salvaging the book!).<br/>Certainly, not a fan of the book but will surely hear more stuff from Brealey!",,,1,0
58939848,The German Wife,Kelly Rimmer,"Rimmer, Kelly",,"=""1525811436""","=""9781525811432""",2,Graydon House,Paperback,464,2022,2022,2023/03/29,2023/01/24,,,read,"I'm always in a moral dilemma when it comes to poorly rate stuff inspired by terrific events, but... It was an ok book. <br/><br/>The characters didn't feel particularly interesting and I personally felt like all the important subjects were lightly touched on (post-war PTSD, Nazi ideology, concentration camps, WWII) and they mostly felt distant (except for the Dust Bowl, which, somewhat, felt like it the most descriptive part).<br/><br/>Having back-and-forths on the timelines (and between two different characters) ended up making me feel completely detached from the story.<br/><br/>It wasn't a particularly pleasant reading...",,,1,0
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",0,Saga Press,Hardcover,640,2015,2015,,2023/03/28,to-read,to-read (#42),to-read,,,,0,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",0,HarperTorch,Mass Market Paperback,394,2005,2004,,2023/03/24,to-read,to-read (#41),to-read,,,,0,0
42202801,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,"Lauren, Christina","Cynthia Farrell, Deacon Lee","=""1508282811""","=""9781508282815""",3,Simon & Schuster Audio,Audiobook,10,2019,2019,2023/03/15,2023/01/19,,,read,"This is a very mild book...<br/><br/>While entertaining, I found myself upping the speed of the audio to 2x (or 3x) for the second half because so much <i>nothing</i> went long for so long.<br/><br/>The plot is very thin and the characters are kinda stereotypical but the book has its good jokes, definitely.",,,1,0
58446228,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321456""","=""9780593321454""",5,Alfred A. Knopf,ebook,272,2022,2022,2023/03/13,2023/01/23,,,read,"A beautifully written book that felt like a breath of fresh air.<br/>The plot was clever and well defined and everything ended up making a lot of sense.<br/>While there's not a lot of description for the scenes, there's enough to properly enjoy it.<br/><br/>I wholeheartedly advise everybody to read it!",,,1,0
331256,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Theodore Sturgeon, Antonina W. Bouis","=""0575070536""","=""9780575070530""",5,Gollancz,Paperback,145,2000,1972,2023/03/09,2023/01/19,,,read,"SF for me needs to be confusing, rash, and direct, and Roadside Picnic delivers just that.<br/>It doesn't delve deep into technological descriptions because our main character, Red, isn't interested in that; it doesn't explore the current political panorama because Red, once again, isn't affected by it.<br/>Our main character lives his own life and we reach the end with a true climax of his personality and place in the world.<br/><br/>It's not often that you get to read something that made a huge mark in history, but here is Roadside Picnic, doing just that.<br/><br/><i>I just wished it was a little bit longer so I could find more about the world</i>",,,1,0
59838748,Upgrade,Blake Crouch,"Crouch, Blake",Henry Levya,"=""0593507193""","=""9780593507193""",2,Random House Audio,Audiobook,10,2022,2022,2023/03/07,2023/02/28,,,read,"This is my first book by Blake Crouch and I've heard great things about [b:Recursion: A Novel|42046112|Recursion  A Novel|Blake Crouch|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543687940l/42046112._SY75_.jpg|64277987] and [b:Dark Matter|27833670|Dark Matter|Blake Crouch|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680l/27833670._SY75_.jpg|43161998] but this book felt incredibly dull...<br/><br/>The first 1/3 of the book was fine and engaging but after that, it just went into the description-galore avenue and the book died for me. I found myself thinking several times: <i>We get it dude, you're a <spoiler>super smart and enhanced human</spoiler> but no one cares about the science / humble brag stuff that you are describing</i> (there is a part where they are listing gene types for 2 minutes straight, which is basically dumping this <a href=""https://genomics.senescence.info/genes/allgenes.php"">list</a> on you).<br/><br/>Some people call this book smart because it dumps a lot of info on you, but that, for me, throws me off completely and removes me from the story and plot (which is already thin).<br/><br/>I'll give [b:Dark Matter|27833670|Dark Matter|Blake Crouch|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680l/27833670._SY75_.jpg|43161998] a shot but... it isn't feeling compelling if it resembles anything like this one...",,,1,0
61538688,Users,Colin Winnette,"Winnette, Colin",,"=""1593767374""","=""9781593767372""",0,Soft Skull,Hardcover,288,2023,2023,,2023/03/03,to-read,to-read (#40),to-read,,,,0,0
44652074,Elevation,Stephen  King,"King, Stephen",,"=""""","=""""",4,Hodder & Stoughton,Audiobook,,2018,2018,2023/02/23,2023/02/19,,,read,"This is my first read by Stephen King, so I can't compare it to other works. But it was a pleasant book and it definitely made me want to read more by him, mostly because of how the characters felt real and their conversations were natural.<br/><br/>Definitely not a horror book, but more of a thriller. Other than that, a good book.<br/><br/>Also, the audiobook is a must since it's narrated by Stephen King himself",,,1,0
39691450,The Murder at Sissingham Hall,Clara Benson,"Benson, Clara",,"=""""","=""""",5,Mount Street Press ,Kindle Edition,260,2013,2013,2023/02/23,2023/02/16,,,read,"While reading this book I commented with my wife: 'You know it's a good mystery book when you're on chapter 5 and no one has died'. And I stand for it.<br/>Compared to the last mystery books I read, it was refreshing to get to know the characters before and after the event and they actually felt alive.<br/>The murderer was pretty obvious but the tone and the characters were lovely.<br/>I see some bad reviews here about the lack of description, but, for me, it was more than enough to completely embrace the story",,,1,0
29009727,The Corpse in the Cabana (Viola Robert Cozy Mystery #1),Shéa MacLeod,"MacLeod, Shéa",,"=""""","=""""",1,Sunwalker Press,ebook,207,2016,2016,2023/02/16,2023/02/16,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",5,Ecco,Hardcover,360,2022,2022,2023/02/14,2023/01/19,,,read,"Maybe one of the best books I’ve read on the last years!<br/>The characters feel alive and personal, the descriptions are on a reasonable amount, the narration marries the two last points perfectly and I just ended up falling in love with every word I was reading!<br/>Definitely a ‘must try’ and it’s a book that I’ll recommend to everybody looking for a light but touching story",,,1,0
58275730,Woman on Fire,Lisa Barr,"Barr, Lisa",,"=""0063040883""","=""9780063040885""",2,Harper Paperbacks,Paperback,416,2022,2022,2023/01/26,2023/01/21,,,read,On the first 40% of this book I was ready to give it 5⭐ but as the book progressed it started going downslope ,,,1,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,Worldbuilders Press,Kindle Edition,383,2016,2016,,2023/01/24,to-read,to-read (#39),to-read,,,,0,0
22323,"Burning Chrome (Sprawl, #0)",William Gibson,"Gibson, William",Bruce Sterling,"=""0060539828""","=""9780060539825""",0,Eos,Paperback,204,2003,1986,,2023/01/24,to-read,to-read (#38),to-read,,,,0,0
154091,"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,"Gibson, William",,"=""0553281747""","=""9780553281743""",0,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,308,1989,1988,,2023/01/24,to-read,to-read (#37),to-read,,,,0,0
22200,"Count Zero (Sprawl, #2)",William Gibson,"Gibson, William",,"=""""","=""""",0,Ace Books,Paperback,308,2006,1986,,2023/01/24,to-read,to-read (#36),to-read,,,,0,0
57099323,The Magnolia Palace,Fiona  Davis,"Davis, Fiona",,"=""0593184017""","=""9780593184011""",0,Dutton,Hardcover,340,2022,2022,,2023/01/24,to-read,to-read (#35),to-read,,,,0,0
53205854,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",,"=""1250765374""","=""9781250765376""",0,Tor.com,Hardcover,168,2021,2021,,2023/01/24,to-read,to-read (#34),to-read,,,,0,0
367335,City of Bones,Martha Wells,"Wells, Martha",,"=""0812567080""","=""9780812567083""",0,Tor Fantasy / Tom Doherty Associates,Mass Market Paperback,416,1996,1995,,2023/01/24,to-read,to-read (#33),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,Ballantine Books,Hardcover,385,2022,2022,,2023/01/23,to-read,to-read (#32),to-read,,,,0,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",0,Tordotcom,ebook,151,2021,2021,,2023/01/21,to-read,to-read (#31),to-read,,,,0,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""0316310271""","=""9780316310277""",0,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2023/01/19,to-read,to-read (#30),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2023/01/19,to-read,to-read (#29),to-read,,,,0,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",0,Spectra Books,Mass Market Paperback,435,1996,1995,,2023/01/19,to-read,to-read (#28),to-read,,,,0,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,Viking,Hardcover,288,2020,2020,,2023/01/19,to-read,to-read (#27),to-read,,,,0,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",0,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,,2023/01/19,to-read,to-read (#26),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,Anchor Books,Paperback,311,1998,1985,,2023/01/19,to-read,to-read (#25),to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,Signet Classic,Mass Market Paperback,139,2003,1886,,2023/01/19,to-read,to-read (#24),to-read,,,,0,0
41811,"The Caves of Steel (Robot, #1)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,Voyager,Mass Market Paperback,206,1997,1953,,2023/01/19,to-read,to-read (#23),to-read,,,,0,0
92610,Rocannon’s World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",0,Ace,Mass Market Paperback,258,1966,1966,,2023/01/19,to-read,to-read (#22),to-read,,,,0,0
17934530,"Annihilation (Southern Reach, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0374104093""","=""9780374104092""",0,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2023/01/19,to-read,to-read (#21),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,Harcourt,Paperback,204,2002,1961,,2023/01/19,to-read,to-read (#20),to-read,,,,0,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Michael Whelan,"=""0553278223""","=""9780553278224""",0,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2023/01/19,to-read,to-read (#19),to-read,,,,0,0
4858791,The Godfather,Chris Rice,"Rice, Chris",Mario Puzo,"=""1405882190""","=""9781405882194""",4,Penguin,Paperback,72,,1969,,2023/01/19,,,read,,,,1,0
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",0,Pantheon,Hardcover,229,2008,2008,,2023/01/05,to-read,to-read (#18),to-read,,,,0,0
13611150,Os Irmãos Karamázov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","António Pescada, Sigmund Freud","=""989641288X""","=""9789896412883""",0,Relógio D'Água Editores,Paperback,783,2012,1879,,2023/01/05,to-read,to-read (#17),to-read,,,,0,0
27257857,Icebreaker: A Novel (James Bond 007 Book 3),John  Gardner,"Gardner, John",,"=""1906772479""","=""""",3,Ian Fleming Publications,Kindle Edition,254,2013,1983,2023/01/01,2022/11/30,,,read,"Definitely a better book than the other I read by Gardner (‘Win, Lose, or Die’). At least now I felt like I was actually looking at actual people. The main issue I have is that the descriptions always seem a bit ‘off’… some times it’s oddly specific but other times it is not and that takes me off from the story<br/><br/>And, with that, that’s enough James Bond for now",,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",2,Avery,Kindle Edition,319,2018,2018,2022/05/30,2022/04/24,,,read,"If I'm going to be honest, reading 'Atomic Habits' felt somewhat like a chore since it ended up evocating a lot of stuff that I previously read online or saw threads on Twitter about. I didn't feel the need to take notes with this book since there weren't any new insights for me.<br/><br/>However, I believe it offers strong insights for anyone who hasn't been in touch with the topic. It has good strategies in it and offers a nice framework for people to implement in their lives.<br/><br/>That being said, my rating reflects the lack of value that I was able to take from the book compared to previous sources",,,1,0
